epoch,label_percent,labeled_samples,unlabeled_samples,loss,sup_loss,lv_loss,dice,iou,val_model_source,val_loss,val_sup_loss,val_lv_loss,val_dice,val_iou,val_dice_student,val_iou_student,val_dice_ema,val_iou_ema,train_pseudo_valid_ratio,epi_bank_size
12,50.0,2858,2858,0.1610831289655632,0.1597036809557014,0.0013794478261843,0.770200123389562,0.6623623569806417,student,0.225204509338188,0.225204509338188,0.0,0.7953632536928832,0.6955588814926948,0.7953632536928832,0.6955588814926948,4.4699517079740573e-10,4.4699517079740573e-10,0.1057050759593645,2837
13,50.0,2858,2858,0.1619838273359669,0.1581719102130996,0.0038119170918232,0.8276662826538086,0.7312120099862417,student,0.2300155795354622,0.2300155795354622,0.0,0.7832686969081032,0.6774091980856061,0.7832686969081032,0.6774091980856061,4.4699517079740573e-10,4.4699517079740573e-10,0.2032215942939122,2841
14,50.0,2858,2858,0.1602497301995754,0.1530853279762798,0.0071644021405114,0.819676528374354,0.7156133453051249,student,0.2232012718790807,0.2232012718790807,0.0,0.7976918686011857,0.6960940447364177,0.7976918686011857,0.6960940447364177,0.0002179371003999,0.0001124414258012,0.2731208092636532,2847
15,50.0,2858,2858,0.1602760833998521,0.1499029813541306,0.0103731019836333,0.8041045169035593,0.7019648551940918,student,0.2203315663809039,0.2203315663809039,0.0,0.8010448728348509,0.7018933005479768,0.8010448728348509,0.7018933005479768,0.0185800845968542,0.0103474693441012,0.2897748192151387,2850
16,50.0,2858,2858,0.1574087815152274,0.145329506529702,0.012079275233878,0.7940244774023691,0.68911745150884,student,0.2211023837307101,0.2211023837307101,0.0,0.8033720729149164,0.7052037630821959,0.8033720729149164,0.7052037630821959,0.0867272889550496,0.0526821262055214,0.2956155247158474,2852
17,50.0,2858,2858,0.1557016809781392,0.1439068743752108,0.0117948062510954,0.8283639848232269,0.7315793534119924,student,0.2207149100875087,0.2207149100875087,0.0,0.791827830298953,0.6936665850556589,0.791827830298953,0.6936665850556589,0.1817887293616736,0.1214359506255601,0.2973303483592139,2854
18,50.0,2858,2858,0.1511218315197361,0.1395394100083245,0.0115824215528037,0.8231511612733206,0.73016423980395,student,0.2150753514907675,0.2150753514907675,0.0,0.8057199139708485,0.7062448538876314,0.8057199139708485,0.7062448538876314,0.2731530895238994,0.1956891539298712,0.2990520457426707,2855
19,50.0,2858,2858,0.1453221523927317,0.1350184481177065,0.0103037043992016,0.8104120492935181,0.710904727379481,student,0.2161456094161875,0.2161456094161875,0.0,0.8075012061627617,0.7091110580613181,0.8075012061627617,0.7091110580613181,0.3534122186578012,0.264585736959109,0.2979341619544559,2855
20,50.0,2858,2858,0.1427684304614861,0.1334915632175074,0.0092768670991063,0.8389696180820465,0.7446437974770864,student,0.2250135322502228,0.2250135322502228,0.0,0.7978682041668742,0.6994496138885022,0.7978682041668742,0.6994496138885022,0.4319402908553102,0.3340722658756815,0.2979647715886434,2855
21,50.0,2858,2858,0.1394526081780592,0.1309840496215555,0.00846855868068,0.8053266108036041,0.7057279944419861,student,0.2141893583006421,0.2141893583006421,0.0,0.8069983739549251,0.7093301422534246,0.8069983739549251,0.7093301422534246,0.5083491698564392,0.4025808090384478,0.3005213181177775,2857
22,50.0,2858,2858,0.1335766877565119,0.1261938396427366,0.0073828481551673,0.854871799548467,0.7667971650759379,student,0.2161131326221268,0.2161131326221268,0.0,0.8110452816568112,0.7145069975215627,0.8110452816568112,0.7145069975215627,0.5748857074346135,0.4651816791800705,0.3048953983518812,2858
23,50.0,2858,2858,0.1277360195087062,0.1221427182356516,0.0055933013454907,0.8492412865161896,0.7591026723384857,student,0.2137177310117564,0.2137177310117564,0.0,0.8098830554016493,0.7117297312360781,0.8098830554016493,0.7117297312360781,0.6258236776706303,0.5151109443710266,0.3075676335228814,2858
24,50.0,2858,2858,0.1250616789691978,0.1205002991689576,0.004561379738152,0.8414634863535563,0.7486381232738495,student,0.2176028050018241,0.2176028050018241,0.0,0.8090797999340642,0.7127227852860057,0.8090797999340642,0.7127227852860057,0.6647305058131608,0.5543851659713382,0.3102811091476016,2858
25,50.0,2858,2858,0.121565755456686,0.1179397010968791,0.0036260544995052,0.8327966531117758,0.7429434657096863,student,0.2143169473400476,0.2143169473400476,0.0,0.812632728365437,0.7164601392475686,0.812632728365437,0.7164601392475686,0.6947508458076781,0.5855892230948841,0.3127328395843506,2858
26,50.0,2858,2858,0.1186781464351548,0.1154348774916596,0.003243268876233,0.8348148167133331,0.7402367095152537,student,0.222065079485394,0.222065079485394,0.0,0.8073398922188788,0.7114309125467144,0.8073398922188788,0.7114309125467144,0.7155209600383206,0.6074081902907728,0.314702296257019,2858
27,50.0,2858,2858,0.1168501667678356,0.1141160706679026,0.0027340960585408,0.8660851319630941,0.7788112858931223,student,0.2171106631518911,0.2171106631518911,0.0,0.8117812536995757,0.7154207088214856,0.8117812536995757,0.7154207088214856,0.7319069002540567,0.6245897505315056,0.3159869624508751,2858
28,50.0,2858,2858,0.1149483057359854,0.1123834179507361,0.002564887707639,0.8358896772066752,0.7466630538304647,student,0.2157630803515812,0.2157630803515812,0.0,0.8118384237719883,0.715485703160998,0.8118384237719883,0.715485703160998,0.7457540753506713,0.6390899296737869,0.3174703670872582,2858
29,50.0,2858,2858,0.1143961559567186,0.1118489880528715,0.0025471676865385,0.867496132850647,0.7858160138130188,student,0.2161788636984067,0.2161788636984067,0.0,0.8122852427130233,0.7163013864264278,0.8122852427130233,0.7163013864264278,0.7570352187266793,0.6511675136918534,0.3186812016699049,2858
30,50.0,2858,2858,0.113143998881181,0.1111740029520458,0.0019699960352025,0.8534466425577799,0.7702222863833109,student,0.2169036081176775,0.2169036081176775,0.0,0.8124352104602117,0.7165542525207355,0.8124352104602117,0.7165542525207355,0.7658138466598773,0.6608505530153812,0.3200608710447947,2858
31,50.0,2858,2858,0.14000401786632,0.1370253599352306,0.0029786586244073,0.814238170782725,0.711552252372106,student,0.2194985500931155,0.2194985500931155,0.0,0.8027373834704085,0.7018410596420416,0.8027373834704085,0.7018410596420416,0.774989704680326,0.6706825298308658,0.3205314026938544,960
32,50.0,2858,2858,0.137456511788898,0.1349791624479823,0.0024773491598251,0.8356037735939026,0.7378054360548655,student,0.2239162328674544,0.2239162328674544,0.0,0.7994247037184831,0.700447340583868,0.7994247037184831,0.700447340583868,0.7816752028932431,0.678153168370959,0.3210057616233825,1605
33,50.0,2858,2858,0.1357626010974248,0.133486273801989,0.0022763279111435,0.848757823308309,0.7597869435946146,student,0.2176367109517604,0.2176367109517604,0.0,0.8019945424615794,0.7005672581217521,0.8019945424615794,0.7005672581217521,0.7870191721085321,0.684104267161071,0.3214714831776089,2007
34,50.0,2858,2858,0.1290033690631389,0.127008600698577,0.0019947681964064,0.843605657418569,0.7531518538792928,student,0.2228984219511544,0.2228984219511544,0.0,0.8006106273455583,0.7017586334257213,0.8006106273455583,0.7017586334257213,0.7906463107418731,0.688412959839265,0.3223032984468672,2281
35,50.0,2858,2858,0.1267112960418065,0.1248530542684926,0.0018582418483371,0.8324426909287771,0.7383477290471395,ema,0.2342920264449463,0.2342920264449463,0.0,0.7941109837561408,0.6924197319256333,0.7860165916597034,0.6855868734706108,0.7941109837561408,0.6924197319256333,0.3228237920337253,2490
36,50.0,2858,2858,0.1222288073764907,0.1205363978942235,0.0016924093192857,0.852059563000997,0.7653138935565948,student,0.2179306000888222,0.2179306000888222,0.0,0.8053823971431351,0.7049154196276041,0.8053823971431351,0.7049154196276041,0.7969195940346047,0.6957183357633187,0.3229870087570614,2610
37,50.0,2858,2858,0.1182146491275893,0.1167404261728127,0.0014742227995561,0.8404997289180756,0.7475426991780599,student,0.2258475085940704,0.2258475085940704,0.0,0.8008000557033894,0.703395327502318,0.8008000557033894,0.703395327502318,0.7995804749726415,0.698805031616259,0.323313644197252,2684
38,50.0,2858,2858,0.1159721527662542,0.1144691000382105,0.0015030526607814,0.8571159342924753,0.7658405800660452,student,0.2174128720379109,0.2174128720379109,0.0,0.8114810207659252,0.7138633184536426,0.8114810207659252,0.7138633184536426,0.8018260412152787,0.7015127584265194,0.3235008219877879,2758
39,50.0,2858,2858,0.1132905007236533,0.1119342524972226,0.0013562480919063,0.8628449738025665,0.776888390382131,student,0.2185735010533503,0.2185735010533503,0.0,0.8061520179057138,0.7083889323986019,0.8061520179057138,0.7083889323986019,0.8037614041562677,0.7038710165724544,0.3241984963417053,2784
40,50.0,2858,2858,0.1117681820359495,0.1102213682399855,0.0015468136329824,0.8725291887919108,0.7889014482498169,student,0.2184751096349066,0.2184751096349066,0.0,0.8116530548700343,0.7138977341087988,0.8116530548700343,0.7138977341087988,0.8053094001396959,0.705890627029144,0.3244913472069634,2813
41,50.0,2858,2858,0.1100032679736614,0.1086550287074512,0.0013482393360593,0.8733125825723013,0.791566809018453,student,0.2193010872773476,0.2193010872773476,0.0,0.813712839232699,0.7174013446393424,0.813712839232699,0.7174013446393424,0.8067308000704055,0.7076869285799057,0.3247826139132181,2823
42,50.0,2858,2858,0.1057981894248061,0.1046515776879257,0.0011466117808595,0.8420196572939554,0.7551478942235311,student,0.2158094158720686,0.2158094158720686,0.0,0.8098328530663289,0.7138770961778159,0.8098328530663289,0.7138770961778159,0.807990048171925,0.7092465377921737,0.3250803278552161,2837
43,50.0,2858,2858,0.1048351995646953,0.103621253867944,0.0012139456527721,0.8812700907389323,0.8042884469032288,student,0.2180504644142321,0.2180504644142321,0.0,0.8148616551935798,0.718033250476031,0.8148616551935798,0.718033250476031,0.8091458550610686,0.710683742338665,0.3251970847447713,2841
44,50.0,2858,2858,0.1015797664721806,0.1004182385073767,0.0011615280605231,0.8718621035416921,0.7857697109381357,ema,0.2176205523369444,0.2176205523369444,0.0,0.8101942119187955,0.7120123383796991,0.8051235875606203,0.7099090738259803,0.8101942119187955,0.7120123383796991,0.3255817784203423,2847
45,50.0,2858,2858,0.1004085881842507,0.0992389193011654,0.0011696687459738,0.8667858342329661,0.7822807828585306,ema,0.217078865742333,0.217078865742333,0.0,0.8109957711775041,0.713027737247435,0.8107738433141154,0.7148629241760499,0.8109957711775041,0.713027737247435,0.3257366703616248,2850
46,50.0,2858,2858,0.0976588519083129,0.0965645304156674,0.0010943213658821,0.8694464365641276,0.7829436262448629,student,0.2248898473880439,0.2248898473880439,0.0,0.8128241442816503,0.7169142302055306,0.8128241442816503,0.7169142302055306,0.811665592867649,0.7139005911275171,0.3257785578568776,2852
47,50.0,2858,2858,0.096335981041193,0.0953106995258066,0.0010252813265348,0.8812366823355356,0.8001130322615305,student,0.2207707418604611,0.2207707418604611,0.0,0.8127925039338765,0.7166449751280003,0.8127925039338765,0.7166449751280003,0.8122836503638847,0.7147031922787532,0.325985476705763,2854
48,50.0,2858,2858,0.0931947283446788,0.0922556267016463,0.0009391015524872,0.8731261094411215,0.7961499591668447,ema,0.2163764585182331,0.2163764585182331,0.0,0.8127603926718694,0.7154037856488398,0.8099137594684844,0.7137935766813386,0.8127603926718694,0.7154037856488398,0.3264454258812798,2855
49,50.0,2858,2858,0.09174114358094,0.0908074027134312,0.0009337407161688,0.8809452056884766,0.8014645675818125,ema,0.2164073016486691,0.2164073016486691,0.0,0.8132743288621442,0.7161127130329568,0.8115517640130515,0.7150032126544822,0.8132743288621442,0.7161127130329568,0.3266869644323985,2855
50,50.0,2858,2858,0.0907540084587203,0.0898463857670625,0.0009076226205151,0.89226433634758,0.8169855872790018,ema,0.2165686704734558,0.2165686704734558,0.0,0.8136593568483543,0.7166876548899896,0.8115052180827457,0.7152306216425458,0.8136593568483543,0.7166876548899896,0.326585273610221,2855
51,50.0,2858,2858,0.0899319470756583,0.0890749410622649,0.0008570059784688,0.8662286500136057,0.7826747993628184,ema,0.2167521164582441,0.2167521164582441,0.0,0.8140357306906191,0.7172455413930477,0.8107563965882848,0.7153356937030715,0.8140357306906191,0.7172455413930477,0.3268324467870924,2857
52,50.0,2858,2858,0.0883018359541893,0.0874557609359423,0.0008460750751611,0.889167586962382,0.8136407633622488,ema,0.2171209045041266,0.2171209045041266,0.0,0.8142775637107432,0.7176216568372898,0.8132061849865069,0.716461271151869,0.8142775637107432,0.7176216568372898,0.3268747409184774,2858
53,50.0,2858,2858,0.0869742900960975,0.0862383787002828,0.0007359116959075,0.9019235769907632,0.8316555718580881,ema,0.2174186927401327,0.2174186927401327,0.0,0.8145573022400607,0.7180156874189517,0.8089357597415809,0.7129075020822802,0.8145573022400607,0.7180156874189517,0.3271457890669504,2858
54,50.0,2858,2858,0.0863178726699617,0.0855674243635601,0.0007504485534607,0.8887766599655151,0.8117580612500509,ema,0.2178538491919459,0.2178538491919459,0.0,0.8147031750772448,0.7182713537219524,0.8116979905155841,0.7158627880462155,0.8147031750772448,0.7182713537219524,0.3272824188073476,2858
55,50.0,2858,2858,0.0854678636623753,0.0847379911277029,0.0007298724958673,0.8820857405662537,0.8064318696657816,ema,0.2183267473340285,0.2183267473340285,0.0,0.8147445105438553,0.7184230081262581,0.8108972202571978,0.7151380302690808,0.8147445105438553,0.7184230081262581,0.327370775408215,2858
56,50.0,2858,2858,0.0847232220901383,0.0839985839194721,0.0007246381008169,0.8840628166993459,0.8056386212507883,ema,0.2188683637711783,0.2188683637711783,0.0,0.8146541444382691,0.7184444236288211,0.8101734965309719,0.7140528070000688,0.8146541444382691,0.7184444236288211,0.3275694125228457,2858
57,50.0,2858,2858,0.0847383441196547,0.0840789273381233,0.0006594168759572,0.9065085748831432,0.8353817959626516,ema,0.2194049506336763,0.2194049506336763,0.0,0.8146072148108833,0.7185167603929865,0.8102870968524354,0.714231009162999,0.8146072148108833,0.7185167603929865,0.3275807076030307,2858
58,50.0,2858,2858,0.0844191960990428,0.0837359543475839,0.0006832418044925,0.8755964636802673,0.7972699006398519,ema,0.2199671319558789,0.2199671319558789,0.0,0.8145881531704048,0.7185852395812475,0.8109995905463724,0.7149963234587096,0.8145881531704048,0.7185852395812475,0.3275711701975928,2858
59,50.0,2858,2858,0.0845724008149571,0.0839132871892717,0.0006591135480751,0.9000216325124105,0.8311644494533539,ema,0.2204669044933759,0.2204669044933759,0.0,0.8145696267204071,0.718651505430901,0.8108835655379912,0.7149534590849933,0.8145696267204071,0.718651505430901,0.3277661667929755,2858
60,50.0,2858,2858,0.0836941980653339,0.083073391765356,0.0006208061279418,0.8930327097574869,0.8214434285958608,ema,0.2209962849395103,0.2209962849395103,0.0,0.8144919285830957,0.7186374250119011,0.8104567226202359,0.7144967233742593,0.8144919285830957,0.7186374250119011,0.3279050177998013,2858
